split,variant,seed,scene_id,primary_id,ADE,FDE
test,small_grid,44,74,33,0.5109437704086304,1.0082916021347046
test,small_grid,44,75,49,0.9353819489479065,1.7776994705200195
test,small_grid,44,76,1,0.7605752348899841,1.4339765310287476
test,small_grid,44,77,17,0.6700477004051208,1.303971767425537
test,small_grid,44,78,33,0.6748668551445007,1.2698633670806885
test,small_grid,44,79,49,0.8129156231880188,1.4487745761871338
test,large_grid,44,68,1,0.5409203171730042,1.0950239896774292
test,large_grid,44,69,17,0.506181001663208,0.9661775827407837
test,large_grid,44,70,33,0.6204429864883423,1.1668381690979004
test,large_grid,44,71,49,0.4826550781726837,1.0011253356933594
test,large_grid,44,72,1,0.5447561144828796,1.1177529096603394
test,large_grid,44,73,17,0.5210064053535461,1.0612008571624756
test,large_grid,44,74,33,0.44821563363075256,0.9679150581359863
test,large_grid,44,75,49,0.7398467659950256,1.477848768234253
test,large_grid,44,76,1,0.624189555644989,1.24155592918396
test,large_grid,44,77,17,0.5104493498802185,0.9922705292701721
test,large_grid,44,78,33,0.6056557297706604,1.2152564525604248
test,large_grid,44,79,49,0.5413857102394104,0.961698055267334
